"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv3422c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.123778684784414 0.00248949436808801 0.00132245601440959 0.993434606278659 7.2413202789571e-40 5.38884267983633e-15 7.94702351941797e-25 3.3751227047376e-45 3.19773744065017e-47 1.2676413481568e-17 4.9726790993377e-36 1.15266750004956e-46 0.338438170031216 0.0147927961794015 0.0496091840061663 0.998498138481726
"Rv3423c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.227263468880683 0.000362909366420194 6.80064559529632e-06 0.99375102884922 2.9742632631536e-39 3.77310478855287e-18 2.27937628136192e-25 1.11973073989821e-37 7.45253773710707e-47 7.40650017360724e-31 4.45558985551523e-54 2.36904628989853e-39 0.477706409639338 0.00665387002096383 0.000372804260402209 0.998498138481726
"Rv3424c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.959586918108894 0.65909532581222 0.58534124764032 0.938891746122759 0.867238886523974 7.49117545374554e-21 0.187969983856272 5.24061765731617e-08 0.877955591820719 2.82867751213232e-15 0.989471839997817 5.44665336269498e-11 0.992730026196373 0.558855234334143 0.453867700220357 0.998498138481726
"Rv3425" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.390923807831968 0.422752314547803 8.50945349045705e-05 0.917297774537283 8.37303023108743e-10 0.00187805775704384 1.63338571805833e-09 9.72787715357669e-11 2.99819409948108e-12 4.60958787860267e-07 0.00888158324757939 9.44669929059829e-11 0.585853874255498 0.295759777784211 0.0187366576836868 0.998498138481726
"Rv3426" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.347514612361218 0.954787016196152 0.0124990216091445 0.784041736043129 2.86421471439511e-22 2.66674994148458e-06 1.78169159312452e-22 2.45144071502018e-21 1.71652511304925e-27 8.31538811474385e-05 3.51862582179689e-16 2.13915075911411e-27 0.491865206207922 0.816011930822624 0.283106653121386 0.998498138481726
"Rv3427c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0344191335423556 0.000197592947402588 4.11033851914288e-05 0.727095764721929 3.10986018462721e-36 7.64104234503539e-15 4.43069250629983e-20 5.75931162766416e-28 2.75835920279537e-50 3.10486690500498e-26 7.70067061204402e-44 9.08238033424757e-36 0.107302939592716 0.000678314010125471 0.000495475898119166 0.95519722894419
"Rv3428c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.635157917225712 0.244384243666533 0.364742355180356 0.387663706712964 1.00608571256107e-14 0.000429935872200357 0.03663904433884 1.05867158037118e-11 3.67313238351881e-19 0.0235995591707823 0.000175176937645297 7.40359674464797e-19 0.380443306629706 0.461485789296672 0.318860943608535 0.326888445102283
"Rv3429" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.245235850114731 0.773214243074778 0.100323116872646 0.882019752075337 4.51530814517022e-07 0.935465762196301 0.0364199680330966 4.12713556879772e-28 1.94320586771088e-13 0.657697910740184 0.538469462432549 1.25021615383571e-33 0.213927529192625 0.801937415895024 0.0920878622082475 0.998498138481726
"Rv3430a" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.442407388889388 0.019828756760444 0.883904769673264 0.330877760568132 3.18411788994334e-10 0.535423045403198 2.63734692472491e-07 1.53354359440747e-12 2.38050611003718e-10 5.57872023311589e-05 0.00102771820100005 1.51454240527182e-21 0.847020234805659 0.0142516827312867 0.318486504172559 0.315365220143634
"Rv3430c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.249826442261363 0.162709757240385 0.391798677032201 0.927884344520389 2.46490426431293e-42 5.91341090536262e-11 3.47557811336841e-16 8.8271731836673e-54 1.17529140412188e-53 5.28010024647342e-18 3.89485042626159e-15 2.20123776296685e-65 0.320371170979664 0.163414658534419 0.863576871234124 0.960108103450493
"Rv3432c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.944953356097944 0.00737003217759205 7.61946082875744e-05 0.908009562137127 2.91311445148762e-09 2.5977370603352e-14 2.12149387079104e-19 0.773214538850012 2.66447969748503e-10 2.78431557626842e-20 4.16109710224403e-44 0.231597885990069 0.759614744538996 0.0230423534112744 0.000283187507675157 0.998498138481726
"Rv3433c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.232745465693537 0.0091613994098661 0.185218462861319 0.99375102884922 5.35243667885922e-06 0.996144431397552 0.000569540530117129 2.04380272700867e-12 8.32616137428587e-08 0.00588144926217352 7.27185879303194e-05 3.74935626034272e-12 0.671106346482211 0.0946505116930046 0.787211910870655 0.999615955253652
"Rv3434c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00170693391042878 0.122427236627478 0.150360494258331 0.974064368474571 0.820523070397375 0.042673635423375 0.024244745794942 0.12375416019808 0.000755783976748179 0.000219685804515859 0.6116087605349 0.034380567017998 0.0270689787051469 0.236002505941049 0.30854432690826 0.998498138481726
"Rv3435c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00259157627670135 0.277540418172361 0.00344996284264642 0.990751463179821 1.33558375788588e-07 0.198881866649556 0.259597867876865 0.000163376506440008 0.0454614179463218 0.0162966492988366 7.37908043980708e-05 3.62361231853192e-06 0.0631208800351372 0.592396672874674 0.092679564226116 0.998498138481726
"Rv3436c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.422183797712913 2.72899137449561e-06 0.000321932745203028 0.99375102884922 8.95059583381309e-19 0.74656642477493 1.44622762512257e-11 6.16046095915466e-12 9.22771652225228e-16 3.59417800343911e-10 4.61793430365307e-29 1.4746361722995e-13 0.712840532095126 2.15617447435088e-05 0.00609577374069202 0.998498138481726
"Rv3437" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0746627597693508 1.97575773596417e-10 0.163325617587968 0.96587522253443 0.0137378120839499 0.000383547500407058 2.29270098581393e-32 0.00046613590150445 4.43847259469771e-07 1.78635711646155e-34 3.25863807053352e-46 0.00230492440346576 0.143490974856395 2.41895058594123e-07 0.161397177225536 0.998498138481726
"Rv3438" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.765145490744793 0.279554410649124 0.0105836040222043 0.952982566792481 0.0611346938309609 0.913021404027044 0.448199743204778 0.000234854583319569 0.0500174303152502 0.00306272799465004 0.0253624907115064 0.0011959188138831 0.95809740261093 0.0926979557458047 0.0610674752334421 0.998498138481726
"Rv3439c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0304226144249598 0.598089532779059 0.133058205127714 0.853302412031041 2.13756953683501e-16 1.07850375020578e-05 2.027160492262e-08 1.24667789225344e-14 3.93325636515945e-27 0.00543953258482381 0.000445325521051516 3.7406575945456e-17 0.115626078098657 0.466755426772581 0.217862254674253 0.998498138481726
"Rv3440c" 0.999652421664065 0.99978373860597 0.999897569248579 0.272053380668311 0.4028541762685 0.167366439325039 0.557094324252735 0.993657187978439 3.38023000516877e-06 0.0626463048678099 0.0211520445615508 0.103792104867425 1.37409793213627e-09 0.000144013997568578 0.0432882633693991 5.15144074710375e-05 0.364644346234888 0.13753058567654 0.878711808506776 0.755158296645754
"Rv3441c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00206411810192034 0.750536150123304 0.155447657705487 0.987901117925865 0.000240429532732616 1.04054516703723e-07 4.5548631916672e-25 0.00114051483976207 8.36347454564339e-12 1.10352361392064e-07 2.13165527939035e-12 0.00109766136036704 0.0721646707313466 0.956278528625533 0.0414333206580143 0.999874841664981
"Rv3442c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.34369759588356e-06 0.0475088138436071 0.0103581010131207 0.70752245833695 6.52047593985542e-11 0.000463757088741248 6.08891323145296e-25 1.70236520326045e-09 0.0643022888264387 2.78684437158637e-05 6.49565273411981e-10 3.57700997781797e-09 0.00524104212939548 0.662127967060185 0.00907166221083193 0.998498138481726
"Rv3443c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.33683346377591e-06 0.637635212173705 0.0248283236642392 0.919401582583 5.29078660512329e-16 0.00939188534597591 1.21142369362141e-11 2.56551452347887e-11 0.000443602574784503 0.12437645105922 0.00016651434064661 1.45498542010328e-11 0.0062159965794526 0.641497410935256 0.0678748461719084 0.998498138481726
"Rv3444c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.208214463384852 0.0266088957516136 0.248640219533005 0.0762229741811182 1.32654275287987e-06 0.00917402925555622 0.00123185136292204 1.82935523698027e-08 0.000760782761410487 0.156185951174428 1.02913707376884e-05 0.00214382529218185 0.586572357353783 0.0328382547090532 0.377968839424225 0.883159738875521
"Rv3445c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00543632736202633 0.0624306177466857 0.171132610889454 0.905163925642147 1.11740414205976e-10 0.869236717938736 0.00521833406111165 5.32126765553099e-07 0.00262634570363292 0.0030466696751568 0.000338988694667325 0.000295815552278833 0.0850195788005633 0.148921560833669 0.564878484169187 0.998498138481726
"Rv3446c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.853093172828038 0.978667040134361 0.233632138696034 0.998670883741985 0.366434361430202 0.356441594087346 0.142006246231887 0.586367191109645 0.783761320513 0.487875961338817 0.0125725566275056 0.706572347282488 0.782645086145564 0.963941783009629 0.528699010928529 0.998498138481726
"Rv3447c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0426695626546163 0.665336507184271 0.0247462323596396 0.997373477821047 7.19383521449974e-05 0.402813069102198 0.0523394827008325 7.64885050177045e-10 0.253903661601166 0.166575689194973 0.947654732162629 1.23088156397747e-09 0.148026523679224 0.727574940749507 0.244472891085031 0.999615955253652
"Rv3448" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.554095268913696 0.815587948550845 0.0963653107692335 0.831511227870712 0.00100159270184208 0.585597905282493 0.000198339896938059 0.321973947687695 0.00572613298910651 0.877693216184581 0.438205248588944 0.921632784423219 0.913029747736356 0.736445070387428 0.0849243557939743 0.998498138481726
"Rv3449" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.282954391784926 0.847944368561767 6.03712626492381e-27 0.998670883741985 0.00774000703201125 0.121573484065759 0.664528259005823 0.274049466326375 0.0538832297485499 0.0963429120032322 7.24651827029087e-39 0.546385345110543 0.777454345755881 0.908646230867055 7.00826377831844e-17 0.998498138481726
"Rv3450c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.929687659817748 0.867080448577623 0.0211232282783402 0.993657187978439 0.755898445797102 6.40387124800378e-08 0.301353656019749 0.340613229096457 0.852838640670281 1.02022637827287e-05 1.92508005730492e-05 0.449488624100516 0.955125955675144 0.785320138565918 0.0533177674363687 0.998498138481726
"Rv3451" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0369009789248225 0.105808639130254 0.198844085666566 0.897295322267814 1.49738523400686e-26 1.13843884585362e-55 2.15739103249321e-33 3.63694896005154e-05 5.31819203036595e-48 6.83671581320095e-59 6.84933709443967e-46 8.18288644480817e-09 0.0157173196583062 0.747515451523146 0.21759455454991 0.992773331771372
"Rv3452" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.393254828550511 0.475498978397853 0.0192301628858438 0.55221077837413 0.779153448138733 0.890719598744956 0.0416222134816083 1.75035587711073e-06 0.318945616171859 0.0614844661669304 2.11225343011165e-07 5.50533376464138e-11 0.725857300437816 0.334571195930756 0.0639585087573552 0.855098329981956
"Rv3453" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0907640136699574 0.49378368664852 0.0687393973676155 0.99375102884922 7.76006979015537e-07 1.00068910642976e-14 7.47561397111542e-40 2.9095091499048e-08 3.91163329884466e-09 1.62363310888225e-14 1.11726234175375e-28 1.00036498758514e-08 0.637630216529426 0.93582979725219 0.243586534800086 0.998498138481726
"Rv3455c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.856606214812929 0.870026097979591 0.0204519679119236 0.993434606278659 0.0039779759132843 0.0514769590985463 9.76441871475119e-06 0.888911275799798 0.0429083183076284 0.0691971167075935 0.0314148643989857 0.767915271161927 0.693322296157823 0.968205766889177 0.186913700763515 0.998498138481726
"Rv3456c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.881802435115768 0.96185995808328 0.416448155929786 0.99375102884922 2.30461207967832e-07 0.28190179718786 0.0435863028538648 6.98780163375277e-06 3.94863249235711e-05 0.221666024019356 0.30914754588465 4.09516407347835e-05 0.603679000556894 0.957423676627011 0.593108635442408 0.998498138481726
"Rv3457c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.922560349875297 0.821525932498706 0.334094628896482 0.961792773382745 3.83447963188817e-20 0.00081850433951374 0.374234500355952 1.32522997195556e-09 1.12732953541479e-16 6.78796435161206e-05 0.0617038152136503 7.95380454493411e-11 0.661791802959948 0.787289179234898 0.61014801520937 0.998498138481726
"Rv3458c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.897729884235296 0.60883316651417 0.061486513910371 0.993434606278659 6.26898136450299e-39 1.23936236128996e-09 0.00158580539039118 1.30479402051956e-15 5.45152018780929e-39 1.086578854252e-10 2.68588827282347e-08 2.9848533839967e-18 0.985740959795148 0.873065232399129 0.165601018941951 0.998498138481726
"Rv3459c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.504024699615329 0.256449325755414 0.0239786194936273 0.987006062207018 6.20005324435824e-21 2.37571398138886e-08 0.209113735575067 0.000549850209663055 1.31624496678064e-24 7.17295187782562e-08 1.10889910036038e-06 0.000129579705241917 0.707374303939526 0.952707348661367 0.0270251706457983 0.998498138481726
"Rv3460c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.193998059862166 0.180476742470404 0.0668667555756153 0.99375102884922 3.67808498944903e-38 1.99851717349866e-25 7.37014157075432e-11 2.2809757776323e-19 7.06724769106286e-47 1.33791052377615e-23 2.0800412527739e-17 2.97183227894993e-25 0.480829595468235 0.884860449914977 0.269247971452912 0.998498138481726
"Rv3461c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.174624836715751 0.838942028098678 0.153465872028577 0.983915096651202 2.06660077245486e-44 1.70393374014074e-16 5.68289756152805e-14 8.02146727139188e-31 5.49577580509521e-60 9.20456369645039e-22 9.50692046593292e-22 5.52316145160653e-29 0.210497009387491 0.508560897262506 0.245170924075934 0.998498138481726
"Rv3462c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0341578200467501 0.439606945728371 0.0252226660733325 0.885572915131635 1.48987275761024e-59 3.4198941030429e-22 7.78393405083972e-10 3.46489564878005e-40 1.32446133897262e-77 7.08353852679384e-32 1.90855101808138e-18 9.8810330781945e-31 0.211999947793117 0.275971141501593 0.130014762401554 0.959398700727058
"Rv3463" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.017303645862272 0.644534034648351 0.908346763141438 0.990751463179821 6.94396179255383e-37 0.891525264948052 0.156952369900124 0.067509786180672 3.27802366484712e-25 0.513417261270699 0.00326087065285054 0.0353494391781804 0.228772827124392 0.689640070092165 0.395328217834606 0.998498138481726
"Rv3464" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.21950011216156e-05 0.00045622802381596 2.37872523827242e-08 0.964049559558542 2.12126879629992e-08 2.87534780994106e-50 8.99332532241424e-62 5.31674147646961e-65 3.12982063473806e-28 8.57717867470582e-63 6.6705175862259e-115 2.46931829660716e-61 0.000632286411861981 0.00641426452061096 4.83298877171088e-06 0.998498138481726
"Rv3465" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00210435911604169 0.173994576397527 1.75577119331171e-07 0.993657187978439 1.56447907435201e-05 1.28635243914841e-30 4.35935508377249e-45 4.07141505124243e-29 7.53163274498931e-16 6.71750204161298e-32 2.57202723776477e-85 1.10546281463259e-27 0.0219646043986264 0.186892162896589 6.02338131844346e-06 0.998498138481726
"Rv3466" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0188231777741459 4.0879388083931e-07 3.13645664753964e-36 0.973622367372375 0.887750628855167 0.662125903290867 0.186156746857947 0.0754555605142605 0.246940129635541 9.09690725813988e-10 1.69660104502199e-44 0.220796536220765 0.608240136895986 0.00053331983495329 1.53659883115009e-17 0.998498138481726
"Rv3467" 0.999652421664065 0.99978373860597 0.999897569248579 0.493378976274635 4.19089254374465e-06 3.0888573508614e-10 3.12605486653858e-37 0.32545221594986 0.79201349152238 0.380775107045013 0.000344554379240776 2.1905862855611e-07 5.73725496795288e-09 7.31719235434768e-11 3.01394030590934e-63 3.74573427520955e-07 0.000541260023967316 2.94707447600198e-06 6.46012869997283e-18 0.998498138481726
