"Iron_effect_in_EXP_G_D.lfcSE_shrunken" "Iron_effect_in_EXP_G.lfcSE_shrunken" "Iron_effect_in_EXP_G_L.lfcSE_shrunken" "Iron_effect_in_EXP_L.lfcSE_shrunken" "Iron_effect_in_STAT_G_D.lfcSE_shrunken" "Iron_effect_in_STAT_G.lfcSE_shrunken" "Iron_effect_in_STAT_G_L.lfcSE_shrunken" "Iron_effect_in_STAT_L.lfcSE_shrunken" "Phase_effects_with_Fe_G_D.lfcSE_shrunken" "Phase_effects_with_Fe_G.lfcSE_shrunken" "Phase_effects_with_Fe_G_L.lfcSE_shrunken" "Phase_effects_with_Fe_L.lfcSE_shrunken" "Phase_effects_without_Fe_G_D.lfcSE_shrunken" "Phase_effects_without_Fe_G.lfcSE_shrunken" "Phase_effects_without_Fe_G_L.lfcSE_shrunken" "Phase_effects_without_Fe_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.lfcSE_shrunken" "Effect_of_Fe_in_response_to_Growth_arrest_L.lfcSE_shrunken"
"Rv0063a" 0.00614382684092173 0.00909632474473545 0.00685082682690775 0.0165032957969862 0.163795521123102 0.202927760076726 0.163508334481809 0.0518924466587195 0.165943957618734 0.18746809634382 0.166840093030686 0.173372352488999 0.16373889447107 0.181552152332868 0.169937046058291 0.172783748657741 0.208784426663053 0.248622035376519 0.223333905671175 0.0336700078946679
"Rv0064" 0.00614374657957185 0.00849625657549074 0.00693908759525438 0.00922101530077329 0.165961012098579 0.164732360634376 0.155240538273248 0.0672273356168801 0.16032050830596 0.162510142082778 0.162118373154037 0.161413283912585 0.161764886559219 0.16256711126659 0.162027503490268 0.161483659303283 0.243642634111042 0.224765943382166 0.212242307893711 0.0305217859705779
"Rv0064A" 0.006145413103683 0.00834145605380467 0.0143515988680392 0.0113526939076764 0.2083611809034 0.254116207738705 0.180147572010676 0.059965977858199 0.201025750280189 0.237882646240606 0.207767893401962 0.205897883046931 0.199761523794293 0.221100107632616 0.205517673827392 0.208128851040125 0.308504964044269 0.349330237408505 0.254814854209721 0.0352133593887839
"Rv0065" 0.00614412524767455 0.0068763796124642 0.00670666629265532 0.00899393858806765 0.164458235034563 0.194445179791259 0.158109775916073 0.0591857615244704 0.166425927179581 0.183111799535753 0.166940541320227 0.169683379809692 0.167842199877121 0.176604359975566 0.16719306762236 0.170672993443744 0.225164186046345 0.250576787155541 0.213829218877446 0.0329131209409681
"Rv0066c" 0.00614248137766608 0.0063312604466106 0.00596446039498091 0.00950783394094141 0.134461848166246 0.156030664508972 0.14455306959231 0.0421267458680539 0.13778386510372 0.142208511069642 0.141229015117655 0.143268535329526 0.14154640427473 0.152326772071327 0.144594106737871 0.143463208302095 0.177794615453428 0.207030665367924 0.198697126557247 0.0242765481685905
"Rv0067c" 0.00614118024545628 0.00628104711366727 0.0160856716091024 0.00845426245302343 0.132270507248702 0.243742426334217 0.171760775925472 0.0569099459944999 0.125259023157751 0.17344567419607 0.152228319271011 0.153942413721895 0.138729654669122 0.225415138914368 0.163444425345154 0.152804012265011 0.17053698333921 0.269350889804046 0.214355152879222 0.038322959947632
"Rv0068" 0.00614224405737923 0.00639080232899752 0.0106183826759812 0.0101853594148761 0.136999401238235 0.252902135636155 0.158370542975007 0.0460092337915984 0.140888171679549 0.195798302989521 0.151299689842698 0.147655492166847 0.145585614755836 0.247886817623061 0.15124019727888 0.149075456033673 0.178645127085613 0.267514248488338 0.197811027950434 0.0267271790836169
"Rv0069c" 0.00613617860193352 0.00611351598462016 0.00512835270926765 0.0153212154613858 0.097554073098516 0.152705976671977 0.0976324639536609 0.0379866093773335 0.0978910578622486 0.120595552464563 0.0971356755122965 0.102250663879107 0.100519350615721 0.139714627763778 0.0965256144501598 0.103482523018017 0.131430711461896 0.178737743417662 0.131076721292349 0.0195808218187045
"Rv0070c" 0.00613777543523234 0.00644986043821969 0.00522467918165827 0.0073640901283231 0.104860406259013 0.156328664009549 0.101970541231891 0.032917514009197 0.103974423510153 0.119951766059937 0.101052191633663 0.106149568278681 0.108829868887515 0.145325933812621 0.102292238958357 0.106791723697882 0.140888405233769 0.184255828391839 0.138198433005451 0.0168719159821347
"Rv0071" 0.00614144574818728 0.00651977708188699 0.0058578871603094 0.00989101259595017 0.136999892429517 0.279604935721103 0.15221598062069 0.071304861511383 0.135870543173228 0.233683166447017 0.148366831139563 0.159784394969571 0.139376411305165 0.226498725516491 0.148859601763042 0.165845459826746 0.174652257722285 0.298518551362016 0.193026189860579 0.0288795536103488
"Rv0072" 0.00614020748989162 0.00637020091549329 0.00759140803177064 0.00706540865828516 0.11751405373109 0.145681175727244 0.125644823816653 0.0474624020507692 0.12061503241879 0.129419737844556 0.1244087993721 0.122071371579867 0.122018277302882 0.140398953818188 0.125675837688198 0.122002463580454 0.157015295878048 0.186102944464134 0.168749918271597 0.0265081915207405
"Rv0073" 0.00613471539283362 0.00604239344558311 0.0062378668376238 0.00614252100923153 0.096911355702641 0.15052946045329 0.110824318988253 0.0527003505799363 0.0943109758067004 0.114314566523874 0.101389826181554 0.0971075044757636 0.0976642517767568 0.13793419419293 0.105341796462806 0.0968442000234062 0.129689816770522 0.174717842412611 0.142934476607552 0.0182934900486008
"Rv0074" 0.00614254834402772 0.00633976313701421 0.00654052953801596 0.0106029569879732 0.140502551113801 0.205877703182769 0.151693032440077 0.0545969782170048 0.144714903949195 0.167074503816516 0.150468354963211 0.146778859501604 0.147700321146197 0.195654641151064 0.152406355090752 0.146616701295246 0.18554196633748 0.244576936992518 0.198268882530228 0.0233815729297277
"Rv0075" 0.00613679531903422 0.00632580934741606 0.0135871014808656 0.00686050027574362 0.103461043424041 0.161783435042018 0.112147873033566 0.0315888961046043 0.102738387509862 0.128330088047814 0.107936987886675 0.104549833575872 0.105276241021901 0.148719354926686 0.108879658999145 0.104840648245934 0.136894449936476 0.190771671745842 0.147080632997206 0.0168532097450932
"Rv0076c" 0.00614106458686825 0.00790706008778824 0.00561493031139339 0.00837676721917367 0.140656620195584 0.296370974118114 0.145464125234669 0.129674025609811 0.134349589815967 0.202049603244649 0.134566833545697 0.133947299053215 0.144556307522119 0.280334236848758 0.140698169818606 0.137911568645408 0.177076950607179 0.322902915918151 0.185186834509954 0.112662592854443
"Rv0077c" 0.00614397407900259 0.00651887654529687 0.00685093317420534 0.0104265691545659 0.149005992497147 0.245483127897044 0.164691057855063 0.163711305638755 0.159081587917338 0.206208836855816 0.166654927416552 0.165543953569565 0.163897888014548 0.247230041086313 0.166850699781723 0.170144498323152 0.204721218296636 0.271986609756873 0.212568802692608 0.152693998462848
"Rv0078" 0.00614366863089918 0.0105083806348901 0.00632759759438893 0.00878530572749847 0.151103204554426 0.208908121731497 0.151213700921404 0.0654977620873246 0.158798579459811 0.181584204511812 0.157101661670176 0.182084152894003 0.161623706083266 0.206162084705939 0.157367678694939 0.186423549354149 0.198083970059922 0.259515581244879 0.202958693518745 0.0355687569477974
"Rv0078A" 0.00614314798211575 0.0113037463104167 0.00901307303229 0.00864201975506716 0.143403251438787 0.149965394485142 0.14506062012211 0.0435096027527434 0.150460803380974 0.15558861238626 0.15225883108886 0.152522334385646 0.15131561698545 0.157391207823378 0.152191669102984 0.152619681207638 0.191850913868866 0.197360459812668 0.196903907751208 0.0252395136927494
"Rv0078B" 0.00614466643770815 0.00818053139733968 0.00885560122356823 0.170605895676842 0.164535507123772 0.205976500633035 0.170321944051172 0.0809980418014944 0.178134762225807 0.201400420411387 0.184893515959337 0.189436648538685 0.180939170680585 0.211549986343874 0.185077201744317 0.185673762144124 0.212786684147019 0.236797437029172 0.233135288988585 0.0546653329930599
"Rv0079" 0.00614783860461741 0.015439762264558 0.0237839712010627 0.0320384608435984 0.406956412339079 0.524006191962101 0.406764181754634 0.115677567487091 0.658827530397952 0.627310684671911 0.599509527182223 0.576690661839508 0.625565172228392 0.625310449535125 0.602841238795161 0.59183545285942 0.56694439249177 0.537343321743476 0.476013620195404 0.103071355091089
"Rv0080" 0.00614761597983003 0.012696802028334 0.0176526432810629 0.0265025082153397 0.392569158499116 0.36012275201065 0.342166235131604 0.120071436394459 0.457461596297704 0.470305434297174 0.448878876141257 0.451195681375026 0.46153712515644 0.459080914918581 0.450828781511668 0.457366469190946 0.840239484748364 0.403759358267545 0.417000187257277 0.0840427128190279
"Rv0081" 0.00614608278116977 0.00733556101004641 0.00875352949440688 0.0126035550738411 0.214709278969585 0.210782427999083 0.211846493530396 0.225198173824812 0.231789634502799 0.222642399122192 0.221244627047047 0.230896136206635 0.228060438461287 0.223841065527888 0.221054279701454 0.230365945644478 0.291508330985898 0.278577588805193 0.282222937070602 0.118584445853252
"Rv0082" 0.00614576719245541 0.0076096158732883 0.00853017414462575 0.0185605519257907 0.193606731602082 0.211195216316897 0.202091609799704 0.136154192529185 0.216013459425934 0.212689059997686 0.212139406029322 0.220360194248181 0.217355469425682 0.213773992784415 0.212664107068438 0.218915511205929 0.249823166713664 0.288706882908592 0.275784785308441 0.0458282858938705
"Rv0083" 0.0061462187144152 0.00772067865503996 0.0166405762549105 0.0140772435952734 0.212216136076532 0.240894839217671 0.226722439741901 0.117916162103802 0.240285555835663 0.241970379352292 0.240314292900325 0.241110882857123 0.24314406681337 0.243534932108175 0.24197319868002 0.241517286624954 0.26728514375522 0.323588124215433 0.31570605277388 0.0606917021297793
"Rv0084" 0.00614547675390596 0.00718344142913293 0.00980247183685795 0.0111719160916641 0.184701957895644 0.208468671960398 0.193936570109778 0.106637301329093 0.204203224404436 0.207786739669892 0.204460329216611 0.206542739658442 0.20572621686685 0.208008397585148 0.205240231782036 0.20686836655385 0.233945448995979 0.282452114731584 0.262358732424068 0.0588778463754028
"Rv0085" 0.00614663093070793 0.00830040123585464 0.013162219104354 0.0148176841324696 0.230356552339382 0.280017286052043 0.243747136074846 0.0727085149322858 0.266478488136626 0.275768451096669 0.268869291170085 0.270255234761575 0.270621069774046 0.275471487848183 0.270485206986387 0.270589766698456 0.282472027165586 0.359006541210214 0.320010603528012 0.0509153164635849
"Rv0086" 0.00614581194839268 0.00727845048600504 0.0100384155927303 0.012416819089478 0.196682084594217 0.227413401702932 0.203152087984118 0.13888048114405 0.217762442800615 0.223122567352893 0.219544447163172 0.21964293304219 0.219484724302295 0.222957717224336 0.22052492253305 0.219869557423555 0.249206829633583 0.304380179195874 0.268158275060223 0.102764031447789
"Rv0087" 0.00614528061881668 0.00696038236658023 0.012327946271902 0.014401580177474 0.183665287570335 0.214087016613028 0.187722490522496 0.0994909980395004 0.196724963737111 0.208558312670796 0.19844718377137 0.200635061937761 0.198492730086038 0.206722181069275 0.200414566373307 0.201061975977761 0.233934983926144 0.279449224199896 0.245390993593537 0.0998262945690301
"Rv0088" 0.00614561532074382 0.00713784335994454 0.00784451808658478 0.0141175108847695 0.186638611432964 0.202642547304837 0.205433966057543 0.0555004928297574 0.210264408341235 0.215484650164438 0.212881618104131 0.213190220199786 0.211474396423934 0.218127765386651 0.214782519223492 0.213355673520453 0.236398612929484 0.255400869420538 0.268438716872513 0.0402699913529352
"Rv0089" 0.00614451912191645 0.00661551215945736 0.00710555738475481 0.016070035851293 0.15591925382148 0.187624017645294 0.178105351759218 0.0636492016339613 0.172397112298777 0.186200214448732 0.171820307138998 0.173225985123103 0.174957608310752 0.19081546312427 0.17668389993179 0.172967259917718 0.206543025619458 0.22811082672969 0.229991504405176 0.0704209549234074
"Rv0090" 0.00614543958455285 0.00743129692475876 0.00732042447544948 0.0493436153003588 0.17702177149933 0.274664433971546 0.200772679767947 0.0704862867842755 0.196965641209567 0.259185709321228 0.190589427737096 0.205310410079836 0.202848833311361 0.258648069579754 0.204148540650075 0.202062729019319 0.228423818904318 0.299255119960017 0.259084225372085 0.165812063334673
"Rv0091" 0.00614560719803018 0.00713334067488987 0.0102879470298922 0.0115108868100191 0.188657653053807 0.275110012052522 0.195260440736273 0.0598604878760651 0.205197691019661 0.263971017095168 0.199630445551834 0.222365342468454 0.215731162413996 0.283472423921661 0.202630254058418 0.223284987959209 0.236947386051974 0.29695152558249 0.254366407578327 0.0380757430145827
"Rv0092" 0.00614023732498118 0.00618597257000229 0.00779078826188533 0.00688233432295768 0.11797981115507 0.149377947169024 0.123913422627298 0.0379340855165231 0.120532311759462 0.126807702088156 0.122126561801263 0.124869859921593 0.12329030918366 0.140762238492005 0.124110317175754 0.125016003520143 0.158965754497104 0.192843658324147 0.165597327377563 0.0196597328489317
"Rv0093c" 0.00614220984874645 0.00668530918892196 0.00604372139592449 0.00780375993793886 0.139004330856041 0.169208406742493 0.142582035635664 0.0519754434455473 0.142387190572755 0.15788760367847 0.142160073805293 0.153614191061825 0.144741230513251 0.156931406790553 0.144243660996658 0.1532307558231 0.185173340833314 0.213363312283209 0.187253768835273 0.029332129260428
"Rv0094c" 0.00614032396456883 0.00635201655870057 0.00589682995021881 0.0734693412033925 0.121479444386835 0.182281294885067 0.12918240478778 0.126809201089501 0.11737208099681 0.158795142757412 0.127846425959515 0.130164326150748 0.122761411417611 0.146385713700287 0.12198335462348 0.127573754534939 0.167754304138887 0.217204846705255 0.181769645288051 0.0204507426042087
"Rv0095c" 0.00614565796113685 0.00880887356703842 0.0112457994303231 0.0495726765150165 0.250246101167612 0.479427402693369 0.259134793347776 0.114739466273913 0.227846647335444 0.394015783514937 0.28375062958396 0.345234179997769 0.220659814927232 0.295963056224228 0.237668718289771 0.310917461314421 0.299274972684371 0.54704448605549 0.371088973087162 0.0587978311425806
"Rv0096" 0.00614701351525118 0.0117072525898838 0.0530652431295229 0.0188552729452688 0.262247881196151 0.442874688526489 0.346610943549669 0.128539308634104 0.306295566368139 0.450516950661331 0.30637869270784 0.341078510003005 0.310637417703624 0.589855748402385 0.332960320911008 0.364463372426715 0.315486622068787 0.433393648050863 0.365585609463548 0.083564277175055
"Rv0097" 0.00614642273315257 0.00992097414719738 0.0139137262002264 0.0178196136742322 0.226816037230882 0.272739319659541 0.252678616488604 0.0707832083493344 0.25229176828536 0.287944521125708 0.263416244318499 0.260793263358786 0.251961296068815 0.301678896319641 0.270347321156986 0.260412775575115 0.28695455778973 0.322290223477146 0.306822928403243 0.0649284069186147
"Rv0098" 0.00614665486252708 0.00905880556907056 0.0118573148894555 0.0203140779525982 0.247108772015982 0.316795982780074 0.336676234212027 0.0780216598031403 0.26614073261953 0.336954337641094 0.286088386969027 0.287222418203204 0.277462308508588 0.364025362110792 0.314117382951812 0.285982706112582 0.298367455179163 0.34805167463329 0.399937899395321 0.0791205284301003
"Rv0099" 0.00614598953492742 0.00903661272682932 0.0100985854654163 0.0130567344677846 0.208354273916718 0.246408711994466 0.254192866272257 0.0605263146473621 0.227093322361485 0.238808135133079 0.229645147591299 0.23181413821636 0.22756851163726 0.256037602260492 0.240036677861122 0.232370716049657 0.2631795899541 0.28944892943578 0.351448796150439 0.040170549824461
"Rv0100" 0.0061461600456374 0.00799035847731694 0.0225605382688339 0.0151173304379044 0.204516201113973 0.305727806464623 0.300090271574318 0.135999916771842 0.222766529807211 0.265275848165194 0.2357943553296 0.24230640030179 0.237850838357567 0.315105045629388 0.281618916365535 0.25433194086916 0.252949354620263 0.357425195331532 0.371338660508129 0.0641649264195154
"Rv0101" 0.00614306370693758 0.0300431181812834 0.00690167083096718 0.0094966460777071 0.145510891840016 0.155042204434796 0.154173637062073 0.0546280108073456 0.150645588652558 0.150816616217353 0.151116276975405 0.150370177282646 0.151645243161158 0.151019577932171 0.151406777328923 0.150605347535256 0.198435816456708 0.208531194941205 0.216191177326526 0.0245618824714216
"Rv0102" 0.00614058358622032 0.00621525569208857 0.00638536024586399 0.00704286950673766 0.119331940294897 0.147644881379093 0.1267574387603 0.0469124206819481 0.123606678762825 0.131318481125337 0.125962031267218 0.125404835171937 0.124405696240396 0.14238527269828 0.127324285375915 0.125335467544109 0.159143998858676 0.188753813666582 0.172368136256625 0.0247387331848682
"Rv0103c" 0.00613428188496983 0.00778440922328055 0.00538014413690423 0.00592567611510289 0.0909622685035464 0.121103542856158 0.0948983034959451 0.0318725178649301 0.0910077641456272 0.0997842955532588 0.0919906762867927 0.0940470281395771 0.0941317607642929 0.113900419377007 0.0936237082573241 0.0943839331094784 0.12391477440595 0.148492252081425 0.129262352449978 0.0148206502495741
"Rv0104" 0.00614036627968543 0.00632059497594722 0.00869577828130257 0.0121042620918341 0.119432970112477 0.163668235605921 0.12115385320555 0.0401128754140835 0.120176010421845 0.146901194787491 0.123497168270638 0.125089720346552 0.125303616299069 0.155712450981075 0.123108470690287 0.124565440839147 0.158500371444995 0.183574307730002 0.163923065648245 0.0226108091628781
"Rv0106" 0.00614745697120165 0.0113727417583531 0.025390580762399 0.0219908775916737 0.294803650241852 0.385947248429609 0.45612442390834 0.0853754707759422 0.39917357368296 0.391156722499993 0.383508446251006 0.383132893755863 0.410913147178205 0.436802705905144 0.401263108603561 0.384549788616332 0.348657748538257 0.418718666152656 0.54584429035653 0.0707014577310744
"Rv0107c" 0.00614303764743541 0.00641454482296391 0.00613342996391371 0.0118894688788822 0.140365064334253 0.148185422647286 0.144955071034885 0.0491893858282317 0.150379448279193 0.153887541484735 0.150720835986307 0.149480029522649 0.150016390581936 0.156242854527546 0.148870629431734 0.149595591578564 0.185013129612687 0.187217812561161 0.196501077378606 0.0428174077335182
"Rv0108c" 0.00614405999602754 0.00663880139235249 0.00865531397836569 0.00895565446557717 0.151762088841789 0.157797518085766 0.157961814462069 0.0536370928753505 0.166146482938174 0.166339679459072 0.164171205826532 0.166115236925832 0.16731831785303 0.168256944803382 0.16421195992044 0.166384741727616 0.201224940094552 0.200345425675344 0.210925491237084 0.0310334188575886
"Rv0109" 0.00614520850438107 0.00785483293892901 0.00746983535346808 0.0715925012593818 0.191679315277634 0.280491924454116 0.207592502866223 0.0607163980011164 0.201095067910197 0.242413533056612 0.208727985000066 0.218833249870596 0.211243785020032 0.290355772819486 0.21469696845743 0.219324164946669 0.23433271351488 0.299054327103824 0.260670166895378 0.0947734190954293
"Rv0110" 0.00613928067454791 0.00620322094026008 0.00575064821455313 0.00901596701462724 0.129589723546282 0.256096963527893 0.156102152244935 0.0421208244020215 0.119379671512201 0.183950088183642 0.13033922713995 0.131365389976996 0.130682217987279 0.241388004619206 0.14433323828885 0.132002453223874 0.16316468623872 0.276454975884259 0.19113925916842 0.0249779535098651
"Rv0111" 0.0061378669985248 0.00609435205391377 0.00530580697658364 0.00660256931725574 0.125685010279212 0.204461102326148 0.133932164477382 0.0504156815257812 0.107575160508019 0.166665708914755 0.119962620728313 0.113435362354624 0.120891602212623 0.192139676478271 0.124902536631147 0.11476524185418 0.169259714842484 0.212239153660465 0.163713028771595 0.0199698858976743
"Rv0112" 0.00614481757267194 0.00687093832966535 0.0093551067797807 0.00985065874952783 0.171643217254875 0.194051779249081 0.195701044160351 0.0541133648382742 0.180284256306801 0.190412018567915 0.188476206548076 0.185436071164024 0.186135854166961 0.18964153766469 0.182658183554909 0.185511651690115 0.219763064828296 0.258072218068917 0.263652279554391 0.0319101333310799
"Rv0113" 0.0061446008951208 0.00664906179827701 0.00666143761062091 0.00983376320800611 0.16630703940123 0.209372670553152 0.191188062604764 0.0534090023797898 0.177219991991629 0.194811378895726 0.186250836144367 0.179696637984063 0.183015039680406 0.196146241279076 0.180720391649861 0.179564386262717 0.21252516576668 0.260697004759216 0.246143207319788 0.029714509841065
"Rv0114" 0.00614501623869278 0.00710478179385045 0.00733916532095637 0.0201340074435043 0.186438155982932 0.253316204941122 0.226190902803612 0.0568011341652565 0.196619879121031 0.225286712423724 0.212900617797087 0.198638901608899 0.205096902481553 0.226918714792072 0.198815356917326 0.198148930360843 0.228662494049738 0.293380685882008 0.278104667210131 0.0417130866417319
"Rv0115" 0.0061456191990931 0.00881150171837828 0.00973007221136842 0.0131982417999744 0.225018550592704 0.258513589639908 0.219851890200088 0.0623753722778174 0.205610549075419 0.234791535406262 0.217834782734491 0.216344538957643 0.211368123071017 0.224411456352327 0.214152644745801 0.21596281012576 0.294434937652478 0.325875272518586 0.278463453741576 0.0366158243280781
"Rv0115a" 0.00614673417274071 0.00828780240958849 0.00995215525560669 0.0202751917035148 0.212222621516913 0.29594800498352 0.224367361975443 0.0661673777856271 0.27372791806197 0.283772076844007 0.250463407521269 0.269995757993699 0.264921754176489 0.268764037835206 0.250137182756881 0.263973825833077 0.272842258991409 0.424044790046008 0.290769389268583 0.045823096625588
"Rv0116c" 0.00614462116430951 0.00678322859873068 0.00715502127110419 0.0102937947486445 0.173664939530115 0.165739054948238 0.174015838091094 0.0505565319133694 0.179591523969032 0.182121734710492 0.179609588841706 0.180420418463081 0.180281833606021 0.181742237805838 0.179248368372212 0.180989887707825 0.246284603781913 0.21601924583045 0.241419241624536 0.0293790429600054
