"C1_Fe_YES_3" "C1_Fe_NO_3" "C1_Fe_YES_4" "C1_Fe_NO_4" "C2_Fe_YES_3" "C2_Fe_YES_4" "C2_Fe_NO_3" "C2_Fe_NO_4" "C5_Fe_YES_1" "C5_Fe_YES_2" "C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C7_Fe_YES_1" "C7_Fe_YES_2" "C7_Fe_NO_1" "C7_Fe_NO_2" "C8_Fe_YES_3" "C8_Fe_YES_4" "C8_Fe_NO_3" "C8_Fe_NO_4" "C11_Fe_NO_3" "C11_Fe_NO_4" "C11_Fe_YES_3" "C11_Fe_YES_4" "C12_Fe_YES_1" "C12_Fe_YES_2" "C12_Fe_NO_1" "C12_Fe_NO_2"
"Rv1946c" 376.00080827912 408.001610584369 541.001428683755 557.000968036841 666.999068179982 690.001828402676 634.99982775976 580.999593781378 882.999103027062 598.9995044188 726.00102431219 778.999551672134 49.0000463710678 46.999974369851 54.0000713096421 58.0001220367529 1075.00214207068 1098.00154955688 916.000454645067 998.999539299799 366.999331302667 268.999445464169 2193.00740818468 2593.00487741403 497.999798473181 544.001228413497 509.998347086873 539.999787592849 235.000060544986 227.999250436003 255.000080557812 324.000861255946
"Rv1947" 303.000024944957 341.999975667735 338.000278268602 314.999462708827 271.999160397443 305.000072522481 147.999555378402 121.000473511476 864.999809656571 531.001185060862 732.999919560796 828.00110653868 36.0000103703498 41.9998837776344 22.9999579240618 24.9999667078705 1069.99619082802 1080.00392481585 903.000151273063 1080.00280916251 267.99928216426 142.999912399876 581.001495859594 713.000262186622 405.999166769154 391.000411610166 406.999443607692 422.99878503352 79.000144925522 81.000021692211 84.0001493996838 105.000024387497
"Rv1948c" 2409.00374124859 2526.00000086138 1888.99709738175 2265.00519506275 732.999541026879 688.001074960516 765.001488391133 692.998985134985 872.997215579848 638.002413268388 810.995765049726 886.000668515767 89.0002759321993 94.0000944430233 92.9999091648003 116.00037474327 823.001517367678 696.999334734442 717.999224607173 769.000265140339 287.999017705213 174.00058655052 1068.00268382682 1315.00277436937 1256.0010594798 1287.00156243719 1333.99799955942 1418.99369211289 233.000295238838 234.9988844437 229.999565925536 301.000732707423
"Rv1950c" 131.000347770349 84.0000785894271 137.00060949244 127.000151349645 484.999559644122 560.000876087995 298.000091742055 329.001068867303 242.998885137379 211.999398685664 217.000500695865 265.000722789648 46.0000549507987 56.999935001763 98.0000692569952 87.0002931722749 175.000163394254 225.000440059502 171.999386851781 205.999900289749 225.000015314172 144.000113501558 132.00042398815 157.999997124289 113.999738874245 121.000276161287 119.999869509189 125.000082323917 64.0000755055297 63.9998535302605 51.0000019706511 45.9998754631512
"Rv1951c" 39.0001142288162 34.9999258730934 40.0000278712216 35.9999515326581 82.9997764694299 136.000319539387 58.0002283088973 62.0003216800158 126.999751493782 57.9999018117055 104.999777684689 115.999910514838 14.9999804777347 16.9999604809673 29.9999275237544 8.00000617990254 158.000953370943 249.001056142539 149.999399964823 188.999211340683 156.000019529479 71.999792209586 133.00007571179 205.99889371487 49.0001198316523 91.0003217245113 62.0000545735344 44.0000479253067 43.9999729764186 39.9999050430339 33.9998723331113 34.9999824632256
"Rv1952" 248.000455653228 268.001279319106 268.999831074992 282.999772984046 395.999278640479 404.999387374901 239.000105524743 268.000786525876 372.001011619746 283.99890107216 385.000092787775 367.001295699105 84.0002248324594 77.00010153939 80.0001962100091 48.0000465941669 313.999369519611 380.999153693371 352.99843427798 333.000694393074 448.000180260809 256.999842751223 304.000512489542 365.000012132794 280.99882748651 345.000047332425 317.001048283362 297.999815656652 211.000027753429 174.999679251457 192.000182484301 211.000499531465
"Rv1953" 144.000740194304 140.000195079161 125.000139658565 148.999640392448 149.999374335477 219.000354840389 77.9996087396016 79.9998476129827 284.999247245687 187.999267094729 223.000882024369 269.99986724312 43.0000920039983 54.0002186749042 32.0000734475562 31.0000736622957 221.000831865826 251.999180176708 237.000256259299 218.999882702923 269.999622851022 112.999556670438 174.999643414671 227.999110477897 234.999871801281 252.000792865966 218.000575762185 248.999754644558 64.0002787486331 70.9998629833569 64.9998798537387 81.9998673056864
"Rv1954c" 1241.00087309232 1289.00777513146 1556.99860096468 1607.99944292107 4472.00336391601 4794.99839063736 6468.9941686758 6394.00917039652 1870.00049645728 1425.00280560455 1888.99750423689 1913.00163835976 4273.99513237142 5479.02013335827 4613.98453602187 6680.00040717941 1244.99878965127 1366.0018246023 1539.99721961445 1287.99937670221 7708.01522053301 7135.00525858354 8841.01021586572 9362.00504883628 2064.00060086706 2294.00601498556 1862.00488054057 1572.00676362359 2815.00198281747 2943.99667684951 2405.99674821198 2938.00414785717
"Rv1955" 289.999443710666 339.001169792525 336.000047390659 306.000430746028 1321.00139752209 1289.99616493115 1952.99917721501 1721.00692224459 394.999910471013 265.999472090863 424.000591687341 372.998751830788 550.999297203202 588.000852122725 683.997896371464 962.002087595135 306.001027140967 348.998637346591 375.998670479836 296.999718858249 1372.00080817859 1160.99890631885 2335.00401616595 2488.98954088589 366.999435199707 346.999963532333 397.999064334564 378.999985045072 618.999996886428 578.99876560561 526.000936905415 582.002767503675
"Rv1956" 238.000358711608 240.000766396252 320.999759271074 302.000028429335 1167.99839489683 1132.00191033553 1641.00520740707 1435.00111651709 475.000569471696 375.999487974266 522.999514724055 444.001047895579 390.000063602609 472.001196589669 488.000292366964 724.000735396115 495.000829329756 636.000201331044 537.998917709273 583.000829772605 1048.99773826289 883.998848372161 2163.00746954564 2293.99392821324 360.999415316478 380.000793715436 349.999068231491 362.999646816912 535.000797432403 554.997505982067 499.001123898378 542.000943666448
"Rv1957" 282.000038298031 316.999588598537 336.999394861631 342.518274920489 908.364310995245 925.002300658476 1031.62369716742 906.624111271842 693.071130040401 502.000252147577 670.956643385429 661.042426591554 323.999029935923 333.999855290116 318.528389333135 500.13327352886 563.523973988859 707.521952746406 538.982134001532 618.969871057245 708.484957406365 594.500402214608 1203.92038473287 1302.47344233166 428.999999562865 418.014017425083 544.613101114447 449.552264719858 496.999133247969 477.603057120832 423.000418900799 515.001818937658
"Rv1958c" 333.999425343771 399.00082490022 422.001488978527 380.482907695313 746.635634920171 724.999976651502 742.377561811286 650.378129579474 712.925410809624 480.000875122021 834.041673090286 723.958035568573 327.000100886627 282.000284534216 336.471646154743 453.868572737074 613.477427180645 774.477462215854 667.015214200207 789.030692950443 885.515756032058 699.499200208752 1545.08560838321 1715.52441463 499.998479790969 483.987244268362 427.386820581947 434.447736421711 347.999930116248 373.396834460481 279.999531875225 374.000657920896
"Rv1959c" 200.000014782732 182.999694807895 212.000114975385 189.999826288068 411.999772277849 481.002181184883 259.000886863782 330.001314522086 202.999892057216 201.999968942365 218.000220479731 274.000033236374 106.999866977252 101.999963874915 102.999718659971 93.0000314846945 228.001236630637 276.001112636569 290.999038914807 246.999216572298 472.000687674171 278.998979891016 483.000274953343 603.997671566171 234.000629204786 248.001117720456 223.999698753934 185.000080497362 97.0000518674808 73.9998580334215 102.999572173598 111.000103039509
"Rv1960c" 60.0001265475598 63.9999065079857 79.0000545770439 56.0001993924465 132.999864467567 191.9999024628 72.0001286005606 101.000296318911 107.999970777108 59.9998863191567 107.999980324185 76.9998747349737 45.999957061724 30.9999859179959 36.0000463125528 35.0000724465752 73.9998893607114 86.9998243470439 77.9999525828791 79.0001410989416 174.000024803923 97.000273398489 149.000480242668 160.000218229399 70.0000827284481 89.0000958366219 81.9998586513561 70.9999638967323 52.0000451648332 50.9999518390443 41.9999764942759 32.0000025408526
"Rv1961" 318.999751642875 283.999394867222 263.000679087005 259.000108813886 144.000086086137 211.000373892164 91.9999926696954 104.000081161947 306.999940162184 184.999505824801 271.99996080842 344.000788448451 23.0000176052694 30.9999081075248 18.0000173029982 51.9998880746939 353.999718734877 476.999601758891 304.999747101323 332.999950172784 218.000140064552 123.999976832583 590.001729789395 1063.99907322335 399.000442042901 432.000246495943 413.99994269548 405.000182385185 54.0000108270282 49.9999855867791 45.0000845213824 66.0000707980974
"Rv1962A" 210.000043045193 241.000212049042 244.000215078267 254.000313226467 275.999979468093 329.000235636505 150.000212853775 173.000257798769 424.00096401921 295.999886828913 389.001793115793 374.999671715541 51.0000237279936 75.9997898758435 43.9999525925722 40.000087105139 314.999957198448 455.000974693393 360.999463150503 377.000383124991 272.000510692661 199.999604520358 206.000847936052 236.999049713475 288.999618127765 272.999067001466 272.999685543335 291.000027722857 119.000444881576 121.000290562829 104.999951123173 114.999572683567
"Rv1962c" 580.000279143858 633.001777151897 655.000045402536 589.000713191022 656.000005401718 714.999026925502 449.999328287595 354.999738437098 850.998417563017 642.998860698 777.998784758172 844.001781823115 126.000233160257 136.999929865089 64.0000344021425 87.0001717956314 1035.00274387127 1066.99285258894 898.000233535967 1039.00162520808 586.999826960958 379.000058354213 653.002614942422 807.999983891083 772.998978020638 678.999232124071 804.001143309202 828.998472975423 294.001138896248 318.000595676438 226.999559026254 316.999719321044
"Rv1963c" 541.997836383065 636.998784604593 539.997890107681 597.997836978487 739.998405350646 801.996331701899 332.000109695877 321.9989175308 920.00016074883 588.000252967442 778.998186697992 829.99939825583 73.0002640806351 112.999481401603 55.9998732847003 49.9999834631957 1027.99761230249 1094.00035800066 1002.99992146373 1172.99751364131 361.00007630769 219.998886781685 255.000099471964 294.001390925167 683.000496306222 639.99855743064 613.0022744886 701.999020557251 207.000349648018 228.000046407695 195.99976344882 221.000604431328
"Rv1964" 173.000070575027 175.00024872062 226.99977190779 164.000271854871 121.000109434061 142.000108393396 106.000054140953 71.9999164089609 318.998540335439 207.000037006774 282.000515049221 303.999924077161 21.0000293668095 31.0000493556557 29.0000231980622 16.0000192848308 270.00014564549 274.999995064756 277.999686471619 189.000219666608 181.999968964582 103.000095640829 132.000053704996 157.00005485696 175.000016147672 231.999980871014 191.999704427553 235.000053183805 85.9997299987071 82.9998555165543 134.999719738962 128.999835017115
"Rv1965" 104.000161131229 90.0001706521238 123.000051730476 101.000203781605 68.0000214365338 82.0002758321368 75.9999681542022 82.9999333195422 146.999772877491 109.000122930516 155.999946394423 172.000045360296 13.9999896182321 24.0000290356726 10.0000297235025 28.0000197990077 133.000068514537 155.999987339946 168.999902117597 133.000032048773 90.000180805182 60.0001036415103 67.999899740638 44.9999827961181 105.000020206345 141.000072128206 124.999805044978 109.999935612352 68.0000856497731 57.9998944237208 60.9999731778807 92.000091120106
"Rv1966" 153.999670433788 165.000019124939 191.999757117943 191.999579516888 107.999736241924 133.000034332484 117.000035241047 98.9996811813191 178.000611921625 146.999908965199 151.999962558515 161.000165586677 12.0000155495197 16.9999699635036 15.9999817867092 17.9999706304044 163.999437757611 166.000115707439 203.000430815372 140.99961848283 127.999697255579 91.9996787402327 73.9999269871485 76.0002872175626 149.000354586016 159.99961657228 161.000509134137 177.999833817414 109.000233463338 79.9999142802305 120.000209686414 129.000269997884
"Rv1967" 92.9999843069028 89.9999601384878 119.000063837572 93.000113859859 73.0000062545873 78.0000301516924 73.9999867730741 75.000002429701 107.999842466843 78.9998977353735 109.999937845977 91.0001783525812 8.99997425546619 15.0000144964342 5.00000285485815 11.0000105486554 132.000255999685 112.000071326966 95.9997470032277 94.999960474195 105.000119814788 61.0000334120877 44.000057901852 60.9999624003043 110.000065646668 124.999904930582 113.999854115747 110.000043384218 60.0000918352655 58.9999553764053 72.9999223686123 69.0000762860348
"Rv1968" 132.999686456645 118.999944624607 109.999870959021 117.999517758819 97.9998529351119 131.999968215399 94.9998545687822 83.9999803619797 101.000470140618 100.999834034513 102.000222438208 114.00009665106 27.0001029301705 24.9998999453246 19.9999029659454 11.0000093303454 116.999516183447 125.999954630766 148.000072278305 120.999818646304 159.99983351765 96.9992437580513 58.9999362265715 112.000090211103 116.000299410415 97.9997203946302 118.000344973644 155.000217302826 59.0000994501261 76.9999648503471 70.9999307840329 97.0000505681543
"Rv1969" 72.9999929015489 85.9998056883498 96.9997032116813 86.9999867458584 125.999744321753 212.999766158313 123.000100268533 88.9995159325679 110.000008823809 84.0001244918708 79.0001134774701 102.999731892209 55.0001980272359 50.9998191972973 33.9999227462295 40.0000467828119 138.999789837054 186.000037883382 132.000193504392 145.999981242805 406.00027690704 204.999473006544 231.99978531123 272.000718525228 109.000104338432 91.9996212761158 100.0001361817 96.9997724358083 105.000150388784 102.999958458775 106.99992240558 134.999727259744
"Rv1970" 92.999982476711 107.000134746102 105.000176513996 125.000040549886 90.0000198705709 68.9998365795155 58.0002557510667 56.9998989493276 114.99987857332 69.9998900701749 73.0000697580205 128.000123089896 10.0000034818607 11.9999749836531 5.99999830729791 12.0000372766654 108.000244679134 141.000108622094 134.999622392008 114.000110584205 93.0002601860951 63.9999827718905 28.0000368689717 47.9999768654748 111.000083325149 92.9998675825501 99.9999431152895 129.000132520572 79.0000538620871 59.9999070527448 53.9999529534576 52.0000511040421
"Rv1971" 98.9997847204603 138.999865792317 160.999497406679 146.999819279337 114.999704399831 113.999712496283 115.000098957464 96.9998814661241 172.00055155125 123.000068822511 162.000106590911 175.999860239472 20.0000711731254 14.9999461908311 15.9999104112877 16.0000526399246 149.999670096206 211.999834712446 155.000093281535 228.999644834459 111.999976238902 50.9998126355571 35.9999717986806 39.0001500833499 155.000369163593 174.999865917174 163.000452765697 162.999928610548 79.0000974987645 107.999709122756 83.999999195384 90.0001114669516
"Rv1972" 50.0000610681869 43.0001293299062 41.0001206072405 51.0001295351571 67.9998225023474 65.0001046627257 67.99998973296 57.0001463881379 63.999852819194 49.0000643149433 52.9999673013934 51.9999673574986 8.00001039394238 9.00002418002237 7.99998250310636 10.000007516323 54.0000285402696 68.9999357128222 46.9998432217168 55.9999176960074 60.0000795676083 33.9998385164116 39.0002054955732 51.99980390654 68.9998980456937 46.0000975151109 61.9999214850205 59.0000680512668 31.0000166504136 36.9997863191622 24.9999728348075 39.9998901111597
"Rv1973" 22.9999948676833 27.9999497925612 24.0000895029394 35.9999645553745 42.0000681422126 48.9999722448775 34.9999573586224 37.000110734506 59.9999904941798 35.0000200995968 35.9999693251108 41.9999945622888 8.00001852842434 14.9999957071666 4.99999129367522 7.00000786712468 47.0000628617528 58.0000089783844 39.0000233516734 56.000024138531 58.0000671819187 23.0000281364352 21.0000487774596 35.9999672727805 83.0000938334124 54.0000269017017 35.9999371004932 59.0000346746201 27.9999773696328 27.9998055467218 26.9999894836732 38.9999265748344
"Rv1974" 41.9998820895316 60.0002174757582 52.000015444685 53.0001325337787 77.9998671313867 64.0000591088356 54.0001313952052 65.000186073223 62.0000214795894 45.9999098057651 77.0000383973527 64.9998511055867 23.9999718680229 13.0000160999807 10.9999832157894 7.00001168724352 44.0001438239609 63.9998372176603 39.9999173181759 53.9999866562973 77.0000936980708 38.0000035225519 60.0001855250396 59.9998152513267 60.9999267804967 58.9999848098053 44.9999642438393 64.9999730867142 52.9999149699742 73.9999076561204 64.9999425049836 71.0001871680144
"Rv1975" 127.000025142725 184.999704180758 172.999736913419 203.999550509929 443.000159847182 529.000250309503 325.001616460787 294.001555247636 309.998481646574 243.000277231088 373.99965557451 368.000523445363 79.9999029374911 68.0001723656953 65.0001485833305 34.0000573638903 278.999243930489 402.998884639374 357.999199144032 382.999503331133 381.999391758171 294.999689955635 248.000813613765 333.999457063588 257.998653019289 282.001015683902 255.000569405898 253.999886086782 397.999653153902 320.99972384064 346.999725541743 329.000261307622
"Rv1976c" 421.000477203247 447.000957816442 388.999834763968 425.000135851137 656.000005401718 790.999377771927 501.999179716681 448.000564875356 897.997956496968 580.998341100044 873.998996951746 934.00222824463 127.000171522585 209.998992120133 120.000008227387 95.0002085048703 591.00068519613 688.998400731603 612.999883829383 695.998613913131 702.000412383326 495.999227111543 331.001254316218 528.000353256983 442.999863591563 495.999891166651 377.000605309903 342.999427643092 241.999913039618 196.999877254806 192.999503330626 240.999117778014
"Rv1977" 1475.00014306147 1745.00235014376 1375.99935503392 1376.00271164711 2279.99880877697 2375.00246028771 1936.0023987282 1719.00065435724 1777.99744083727 1371.99985731159 1812.00088883087 1977.00034468113 418.000292744483 467.000229898575 352.000080442642 253.000677304966 1459.00229075515 1505.00198279012 1533.99875956882 1589.99969711625 2033.00197058223 1379.99897041212 1350.00141053164 1570.99591265816 1778.99907508937 1948.00224192889 1753.99653774 1711.998525386 1110.99923747415 1071.99574237196 1079.99637909393 1156.99882806258
"Rv1978" 852.999726596519 871.999796645019 936.000291094398 1017.00136350387 885.999535800141 972.001259349332 641.999276779051 665.999494399333 1035.99964630795 779.999535311931 964.001212093193 1092.99952917666 111.999786495042 111.000261176471 86.0002335855344 57.9998719575508 914.00216094324 893.99940549896 1012.99863956858 840.001424829809 515.998985399755 401.999988931269 353.000862756627 374.999779629397 1213.0002783252 1290.99939115789 1171.99796382111 1232.0010639468 476.000118029443 383.999396854966 437.999598370875 493.000191932309
"Rv1979c" 2731.99861988336 3130.99632842822 3908.99160359082 4091.99410224614 4313.99518890968 4413.99210070187 2198.99726134906 2274.99528626015 5469.00978100169 3836.0000398466 5426.99974378839 5498.99697758316 782.002421582034 691.998033966822 396.999560037503 277.000177306928 5875.01771589708 5876.99780493266 6871.98641011262 5875.99671478495 2477.00131962243 1611.99063490552 1597.00210755633 1794.00631269403 4978.01224532035 5449.99225610433 4958.00727661878 5714.01841026065 2124.00764129869 2115.99811239594 1935.99907106642 2335.0018367115
"Rv1980c" 3364.99643323552 3589.00855390219 6260.00010848583 4674.00886491979 7287.98496168087 6646.01425978664 2979.00088496173 2779.00122994473 9476.99320749581 7413.99572730873 9716.98883044671 9119.01023224979 922.001740309977 957.000649269291 387.0002535352 310.000539216357 12283.0182207241 12985.9857795873 13259.9829280046 11866.0011769013 2915.99789549497 2130.99730422279 1671.00351690202 1807.99877356688 7470.99815047747 8256.99872143463 7266.9944816235 8384.00068792577 5630.00482893837 5476.98520254093 4514.99374146206 4503.00377413449
"Rv1981c" 3089.99295642616 3085.0162584906 2319.00111117595 2681.00297119933 3113.00212770746 3309.00347416738 2573.99903858014 2580.00194340178 2806.99674394759 1863.99928153003 3158.99906305689 2801.99961269625 696.000523025088 592.000792552527 489.000176769184 438.00054563036 2384.00350816203 2706.00147615606 2503.99807031815 2864.00353228273 1214.99999451821 724.000525811646 959.000267132659 1078.99779083649 3711.0102545811 3982.98952644751 4346.00837099005 4368.9847348052 1268.00206122609 1326.99814544625 1186.99779629737 1379.00245087619
"Rv1982A" 913.001345805333 1038.00088313356 615.001646346583 802.999397551315 797.001770744953 808.001269642667 529.999565711602 456.000578415127 1107.99891067919 816.001004164436 1043.99922216201 1170.00015531032 369.999655038575 393.000151246725 169.000113136672 209.999809453804 431.999265621147 524.998384644096 481.997708976142 454.998616628422 537.001835048744 395.000668458271 261.000457452105 334.000450693475 1016.99988064857 1020.00256525843 1255.99741118134 1150.00037036827 293.000194074676 305.999989216311 213.999816598789 254.000361096228
"Rv1982c" 889.999466285142 855.999541795695 535.999309113601 657.00198532933 764.000218975017 866.001244621381 531.999734642098 506.00118788655 1093.99911552127 723.00122860008 1054.00143733033 1246.99866073275 352.000211055876 310.001085321806 143.000085581498 169.000386287531 697.000084045123 715.998566379481 642.999843216885 681.999544525 556.999652173566 354.999324402158 339.000135862823 360.999700831537 1276.00152029468 1361.00288064662 1550.00194659111 1503.00371102057 210.000412307434 249.000550090425 182.999821448039 190.999853982731
"Rv1983" 2131.99954814521 2320.9984477162 2013.99694203347 1850.99579733444 2016.99613909602 2112.99680474987 859.000002172862 989.002630830437 2298.00594024545 2032.99747009921 2024.99724094624 2609.99914750843 248.000667961116 248.999298864239 114.999837799284 152.999977752296 2513.99635796725 2578.00336289561 2382.00266410211 2305.99858616008 1481.99546165869 918.996964984377 884.000286699901 1051.00294943858 2193.00039107926 2124.99459856254 2163.00139256058 1947.00201446046 626.000823970111 610.999101704304 541.000533194581 638.001117605644
"RV1984a" 439.999850850361 493.000593895238 559.001133429695 637.000420651106 556.001149059308 638.000184602313 462.999980384258 509.000061392181 417.001222683158 298.000028263786 393.001176135084 382.999445776633 58.9998905994227 33.0000127046888 52.0000338145334 41.0000426636044 332.000017104087 328.000360889339 356.000079517094 308.000528902807 292.000066425253 175.999810906168 169.000657889367 213.999907075438 477.000638292083 586.000014967635 565.999386883839 563.998823616347 229.000391637324 227.999344915722 231.000045282689 225.000127966197
"Rv1984c" 1128.00095358494 1021.00019994185 1024.00065422003 1004.00208712064 833.999096122251 873.00020832542 439.000018943528 417.999944910979 1507.99719275976 993.999358425209 1345.99905769617 1390.99870504462 64.0001479591508 73.0000527773479 30.0000057905667 23.0000286235938 1365.00059629066 1413.99861909644 1466.00063401007 1286.99900887049 314.000097674741 214.999985613676 126.000086484347 154.999973032325 1123.99917079285 1192.00029703087 1183.99756192101 1291.00157273061 245.999821029483 219.999793678172 187.999607240516 182.000086170682
"Rv1985c" 904.999355609804 1158.00192706139 1137.0008987532 1270.00111305096 1257.99860539666 1292.00249221364 1222.0016759216 1158.99930231392 1020.9985525111 735.000176751023 953.99962842298 953.999346629988 121.999832378135 124.999982451175 112.999776200934 93.9999852780546 800.000874276793 771.999879062002 892.999739172121 730.000364446075 729.002272173516 491.000065369563 432.000556510507 597.000979700656 1006.99876825224 1171.99978813728 1076.99730103505 1123.00157091033 349.000103425944 325.999804789367 280.999805380994 280.000456050589
"Rv1986" 380.999536929089 400.000495390615 387.001065500402 404.00134828093 2023.9983127178 2197.00270383799 3747.01333757573 3348.00529089235 620.998741378791 476.000324605209 665.000667426556 688.999866377026 72.000198167434 120.000142579406 185.000030582068 155.000324667165 648.000499057322 703.000122345295 712.999156768797 719.999521705477 544.000536178784 252.999725710405 307.000600909532 365.000544247302 360.998995485394 417.000423253563 375.999957861587 344.999777390134 1580.99990339778 1174.99798312684 1522.99699236533 1086.00114110033
"Rv1987" 4210.00562946976 4317.00390331552 4789.99833904228 4972.00135136922 2679.00643007953 3050.0119876571 1281.00068954575 1113.00004746252 4411.9926007663 2829.99965003154 4278.9978040366 4333.99999780294 295.999312021259 211.999428091282 273.00078571106 112.000136383191 4813.01441555536 5105.99531099536 4680.00284409264 5080.99685631129 584.000013974871 416.999885420713 374.002019462044 381.000969573386 4065.99598857125 4063.01069332332 3692.00317685206 4203.00238190464 3326.99058056647 4150.98163596845 3280.99270065698 3336.0089636985
"Rv1988" 1455.99861388117 1613.00655435489 1557.99520134574 1530.00005165832 2170.99552780065 2911.00199113751 659.999782595175 639.000302748407 1864.99923288791 1460.99700493099 1840.00233907323 2198.00953547068 260.000104839665 282.000517485496 142.999898507392 133.000329210723 2231.0105552586 2620.99677357622 2398.00209249126 2746.99562271143 1063.00037247933 595.00077721376 668.002151580434 744.999737263158 1499.99744427731 1667.99676158304 1245.00006267387 1103.00074733083 855.998994650176 1037.99775619119 759.999233013094 922.000914815448
"Rv1989c" 483.000524987959 444.000453622681 429.000466662271 443.001352517691 2212.99764173154 2202.01267728239 1752.00226845766 1540.99991505499 679.99936315636 482.999935339543 645.999621712769 708.999462311666 671.999077105554 623.001140044777 556.001027770605 541.000536147259 457.999992684306 518.000713706611 488.000578260588 491.000526748056 2082.00002465591 1392.99953042636 1467.00169786973 1673.99959012417 562.999315717915 645.001205452802 561.999630839334 538.99950020933 1019.00042481972 1067.00020856334 892.998441624212 1175.00258202255
"Rv1990c" 206.000768369302 184.000048564725 199.000335729231 237.000837895121 677.000077063693 728.001398347704 478.999345198089 421.999888322381 405.998190442731 250.000202352073 355.99980505045 359.998734313687 276.999999430036 225.000701135567 230.000667534927 194.000188914598 252.000165217135 235.000390284487 199.000064441973 232.999361864076 469.000599875072 244.000423975753 520.001691358878 516.001399166927 327.999313513458 357.000499680113 281.999583082128 338.000600710342 656.001504990957 536.99741669379 562.998622424519 567.001049884908
"Rv1991A" 172.999982754359 224.000245418369 311.999786589193 288.000125563201 263.999960811427 273.000507770528 904.999334307089 763.000243219918 295.999887869121 233.999705843407 298.000010609467 281.999748669232 72.9999842316076 89.0003792703801 1271.00106909891 1658.00131922599 132.000260756863 198.999933623252 191.999896562181 156.999912978449 193.999905036505 127.99969772573 882.999994433792 943.001446354626 230.999971835429 217.000257043441 226.999862296108 206.000123126187 167.000090942257 148.999857173931 181.999834769787 183.000549299365
"Rv1991c" 456.000347645028 568.002185531832 743.003074866125 676.996273355733 761.000650555317 780.000586470488 978.9984716879 745.003058595053 528.998222157768 336.999183707374 594.999613100957 516.999191738873 147.000031596056 177.00104073472 870.001901676665 919.001864492373 356.999973110125 406.000197261543 411.998002283693 380.999210825345 311.000083501497 238.000592731713 800.003856260544 799.000989078848 423.000675136911 440.99966575694 473.998869937817 519.999353771584 244.000595189561 223.999348681727 178.999704311689 212.001211366118
"Rv1992c" 2152.99827997634 2846.00325719804 2962.99575343706 2952.99812637386 3385.99869356814 3822.9994492159 33757.0345472228 30468.0056973072 2571.00693921855 2091.00037383688 2346.99542096949 3053.99502442778 1393.00196552799 1857.99301922949 45561.8936395285 85018.0459571116 2598.99897853108 2998.00337908329 2782.9971400306 2869.00151009854 4180.00390058882 3146.99814015068 30953.9555687865 33657.0557338039 2824.0062587256 2611.00103240973 2650.00308082627 2790.99882469915 2127.00225337787 1817.99843011535 2153.99974364576 1951.00115256243
"Rv1993c" 131.000206201073 189.000082450159 181.000215796576 219.000169515179 162.000107334145 167.000028704142 2078.99777398968 2126.00241080099 212.000482009605 176.000074570608 170.000937083972 284.999544612757 70.0000824868527 89.9996745267781 5890.98708077492 12302.9839929503 94.0000594961584 201.999810674405 100.999777904912 101.000246012035 204.000383019496 111.999135611781 1836.00834173644 2440.99510232325 209.999831132158 220.999223079783 117.999781858573 73.9999225344361 67.0000077122997 68.0001149237976 82.0000793520941 64.9999393303347
"Rv1994c" 351.000394620052 553.999807403159 647.996623726617 940.000307126534 590.00168368691 619.000543844996 17650.040683139 15357.9656806909 483.998670889536 400.999841433522 502.001223556733 553.9998363025 215.000273187658 201.999758620363 38686.0189709988 47715.1290687164 295.00011741146 430.000444879489 455.00031788089 403.999937974743 532.001139516328 402.999175594363 11917.9994160333 11984.9835942345 449.000301326678 500.000378172702 416.999572487148 395.999168615235 276.999492457254 249.000407627626 533.000495244618 341.999248434362
"Rv1995" 66.0000017012965 43.0000642911188 69.9999909575408 64.0000611468064 301.99971142214 351.001346230823 443.001979834518 498.001176454357 83.9997806592353 78.9999500284672 107.999905490176 102.999988788299 65.0001011535279 46.0000741539716 299.000232502531 332.000392653329 103.000135945911 111.000182213471 77.9999719092938 96.9999062739623 257.9998252725 174.999889351428 284.000767273156 331.999966476097 41.9999754727474 51.0000420056805 46.9998593045317 63.0000645647401 78.9997511014288 91.0001221914433 77.9997476089485 88.0002664744674
"Rv1996" 695.000436613452 527.00125170634 350.000514621108 371.0018920499 36301.9945455737 34857.0320118696 33162.0323066934 24621.0182837259 7421.97620766988 4562.99212459719 8860.98877982507 8229.99919239203 106053.839845683 112802.00465253 38296.9930463917 29690.040898424 1791.0025743573 2772.00169671697 1918.99850256338 2183.00245346973 134629.203229325 136347.097445184 90551.8823665227 136549.12723349 1053.99892497332 1143.00073581799 1021.99997670882 1037.9995141095 14302.0362898973 7828.00422269006 7798.99890248568 3368.00047029015
"Rv1997" 306.000279051083 393.999936943956 351.999548270362 362.000035513734 25222.0316753093 26976.0480968442 26976.0057177423 23436.9643671945 2922.00039166285 2331.00017736857 3526.00164425956 4005.00228173705 28614.9580744746 33827.8804758647 14209.9947599847 12091.0072469971 717.999443021376 1328.99623190239 805.000143739394 1115.99988986359 55123.9229759516 51202.9023592695 55337.9838020796 68743.1439853296 357.999963264797 346.000236614228 377.00066734447 349.999409196419 8988.00344423286 4506.99885089117 8669.0116367636 4817.99791968164
