"C1_Fe_YES_3" "C1_Fe_NO_3" "C1_Fe_YES_4" "C1_Fe_NO_4" "C2_Fe_YES_3" "C2_Fe_YES_4" "C2_Fe_NO_3" "C2_Fe_NO_4" "C5_Fe_YES_1" "C5_Fe_YES_2" "C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C7_Fe_YES_1" "C7_Fe_YES_2" "C7_Fe_NO_1" "C7_Fe_NO_2" "C8_Fe_YES_3" "C8_Fe_YES_4" "C8_Fe_NO_3" "C8_Fe_NO_4" "C11_Fe_NO_3" "C11_Fe_NO_4" "C11_Fe_YES_3" "C11_Fe_YES_4" "C12_Fe_YES_1" "C12_Fe_YES_2" "C12_Fe_NO_1" "C12_Fe_NO_2"
"Rv0053" 734.00204028461 903.005101245919 998.001052493219 951.000902986546 2176.00207426378 2128.99490866338 1030.00298575083 946.0063991385 2045.00363384942 1576.99450042209 1760.99692140541 1897.99701002779 392.999582783022 334.999652013591 177.999972063605 163.99931590649 3634.99160933971 4051.98148541683 3206.00502289834 4110.00610658575 2684.99470411196 1653.99968569845 1704.99321370463 2103.0058742293 905.994508054308 741.999760180618 796.995935892452 904.000624536027 1257.00468912374 1202.99875716863 850.998554201472 1232.0067741808
"Rv0054" 4647.99784352742 4296.99922101605 3707.00644971889 4148.00150320607 2241.00269170056 2492.00110950179 1561.0003189547 1551.00126903924 4024.98764442433 2970.00387764986 3368.00074202344 3490.99813479957 342.999860523628 297.999424178555 187.000229203743 196.999966068171 5200.9995042154 5886.9866683468 4912.98614276236 5380.01020806266 2344.99281092739 1505.00039826019 5268.014382005 6730.98746994057 2607.00562882343 2637.00902895382 2411.00071520622 2339.00368713404 1231.99786151418 1152.99563270165 1049.9975206233 1222.00119181864
"Rv0055" 1275.99891614572 1122.99980549275 1266.00167008405 1025.00238348108 665.998533642592 820.002139532514 378.999894524946 357.000346092753 1488.9977659452 1070.99807762774 1282.0013339114 1386.00085202936 88.9997142549552 48.0000400602247 40.9999856259902 42.0000551746878 1666.00072922479 1997.00204210379 1455.99949553337 1532.0015410059 426.998371150416 258.000336689527 1161.99878097829 1354.99980012342 765.998624722624 817.001365653239 832.000787602496 823.998452063537 387.000266658317 366.999777734928 388.000534133151 381.000287151339
"Rv0056" 2721.00680432982 2662.00064348336 2726.00529828738 2473.9985631913 1812.99379438233 1932.00445252733 956.001461537124 914.000982854861 4674.99337201522 2909.00242311982 3548.99118740623 3864.00736822345 177.00018851795 145.000095795269 116.000127023964 103.000325151166 4002.99771108703 4738.99947483877 3889.9872004924 4104.00782025118 959.00173445254 633.998615226507 2273.00078583508 2858.00765182727 2022.00034226122 2149.99999792094 2105.99903022354 2088.99481748502 1127.00018628724 1060.99748622829 907.998972383683 1117.00123340444
"Rv0057" 3349.00801716289 4036.00417492578 4218.0162733479 3982.99679168361 1187.00019655533 1364.0012052007 578.999274703458 651.000863417411 2953.99022246474 2467.99465582258 2716.99963569106 3139.0031533241 83.0001913637162 90.0001142125974 49.0000538590152 70.0002403660794 3361.00304584866 3076.00867485794 3453.9900251582 3040.001670718 713.00025052116 389.998682356583 1491.0012287995 1809.00115448833 2591.00275252482 2740.00403333398 2629.99491614889 2776.00206970265 410.9986511057 443.998364060555 366.998462024179 475.999575618722
"Rv0058" 38013.9944013221 41680.9673598569 39508.0131981627 35515.0006942004 6114.99456088338 6694.00373564255 4616.9948360309 4362.00513122476 19119.0499839646 13855.0268449009 17871.9540039315 17603.027791981 296.999635902617 297.998692265978 463.998870628684 316.000187877351 21183.9355520766 21864.0211891519 20511.9624878546 21502.0320279284 2044.99561932826 945.997722993645 4965.01152265783 5943.01472237769 19362.0117621366 18847.9780111013 19081.9648076169 20347.993853445 2883.00004462946 5272.98703696275 2394.99856735224 4102.00445459979
"Rv0059" 5172.00272068713 5758.99962788085 5759.01104981413 5035.01429832521 868.99989246333 979.002428366685 560.000109414829 567.00191904544 2696.98479143182 1855.0017884014 2862.99508554317 2619.01048086411 29.9999959423099 53.9999549288678 68.9997832943619 35.0000732129328 2934.9965446239 3010.99352416212 2891.00387729107 3198.00361535594 354.00001263329 164.999736418608 430.00215695095 440.000220793919 3143.99756200226 3034.99783830841 3343.98603911995 3703.00508393178 423.99982902287 694.999791743281 330.999786568099 566.001242913435
"Rv0060" 12152.9941636494 13316.0124761706 11914.0191046644 11952.0291330696 5468.98790628472 5232.99859292885 4899.00207630162 4618.00333451148 7195.98721903502 4983.00506113232 7239.00020587168 6972.01014995684 403.000262021458 424.000620593494 490.999875787401 414.00037506467 5605.9924800684 5908.99837702102 6091.97167948251 5906.00296184773 2370.99710855877 1747.00310826017 3711.0059153862 4583.99825089923 7220.9863769563 7591.99301859569 6988.97433998951 7582.98852182804 2029.99945049977 2417.99459958249 1771.99475082445 2208.00361311703
"Rv0061c" 2095.00048376342 2141.00720787416 2616.00187346442 2274.00022008121 6248.01715934847 5820.00602923725 3318.00946849452 3118.00363097883 7290.98506693867 4876.99647151225 6216.99770944872 5956.99319882908 734.999592338724 740.998569731576 394.000671341415 316.000190045663 7723.00682924671 8578.97562195043 7057.98693125747 7929.04780658146 3290.99995009312 2176.99722312687 2462.00776365553 2987.99167490025 2742.99472493554 3025.00307442099 2696.99159177022 2899.99634164253 2976.99707466056 2793.99507649917 2490.01102987709 2770.00023919434
"Rv0062" 1144.00216191094 1388.00243423003 1307.00192485016 1172.00042062768 998.00161908279 1217.00319152466 335.000395965165 357.000387899793 2307.99580486392 1780.9999995071 1756.99933139724 2235.00025449573 57.9999982073958 52.0000691015328 40.999996330231 58.0000528155442 6778.98556862843 8688.00016638088 4886.98199505435 6691.99781236462 495.000267803349 223.999912838127 245.000776106456 328.999808498904 1033.99940310959 987.99992735653 920.997662294848 928.998330921265 150.999662561002 137.999727977992 103.000204648423 128.000310724262
"Rv0063" 2863.99823219427 2990.99924343426 3543.99378775497 3324.99388261489 1062.00136890622 1316.99833046085 523.999449306414 531.998788798565 2418.00517284881 2083.00135956247 1902.0009639044 2938.99806712529 92.0002734473025 105.999238632822 76.999869530162 82.0000594178667 5666.99067049197 5243.99743864318 4637.00513813429 4868.99283860924 449.999795975506 216.998940574445 207.000389179621 253.001196484768 4386.00786074923 3803.992648632 4350.00848306658 4558.99848065042 951.001157623165 997.999209941258 771.000387968064 916.000515366287
"Rv0063a" 813.001384118185 901.002861012649 686.000695102492 793.999452968378 348.999774277621 492.000473379591 341.001095655544 333.000904423666 779.998098543903 576.000603703917 757.999955735779 994.000926184218 102.999802873887 102.000006099693 147.000010958402 113.999958362967 463.000010649597 433.999707525512 471.999776038422 359.000449167123 875.000304576346 595.000239648723 337.000628530572 535.998659434341 729.000474674465 744.00205822926 642.999531278471 635.999568223729 170.000090378708 244.999894453432 187.000212206496 232.999933548489
"Rv0064" 14253.0017860941 16359.9773392819 15571.9751899801 14802.9515612958 16615.0443940064 17588.9677479751 26884.0270756166 22020.0370314929 10697.0053132031 8090.99915062776 11413.0052064288 12393.9977947046 2931.00686262283 3010.99273820416 5292.00800773004 3940.00162523629 9153.9928520473 7780.99239375552 9789.99782140104 7511.99340296768 16894.9970071358 15905.9758179039 11117.002613345 13474.0191390459 12915.9670737728 12876.0133037848 12858.0512445675 13966.0316746385 10039.998387554 9814.99977149024 8072.0089841319 8792.01885559808
"Rv0064A" 180.000293707478 256.999542936737 230.000207931818 200.00032273097 273.99993069258 224.000312629424 360.00031704326 329.000486617115 190.000004253251 158.999946560607 134.000031848081 214.000060036378 50.9999943665604 58.0000378745523 113.99978107791 97.9999068634751 141.000281696563 120.000048055563 177.99999502569 123.000055529836 469.999897900315 401.99965002837 339.000513966961 443.000074976258 228.999633063211 191.00022967282 216.000012193246 219.0000710975 165.00000210808 204.999593207377 141.999938633822 191.000002584805
"Rv0065" 586.999549323671 680.999074099427 714.0003657983 665.999433992977 824.998639863093 911.001842530799 866.001160743337 720.003152150671 899.000012477653 580.000606260265 861.99999497991 858.001283310048 147.000141202183 148.999874010092 254.999342662915 200.000522448523 760.000566490351 862.999169542802 742.000199806089 766.999058185917 975.999444837346 792.998728049604 877.00357162005 997.999684873929 778.998937667825 854.000228686439 853.999284345434 779.99866696975 411.000736293823 443.999461290583 278.999349351982 481.999082862902
"Rv0066c" 8220.96457800648 9387.03563352103 8423.98523800592 8338.00831897077 6866.99743299354 6688.9971280511 4121.99517416136 3538.00202629871 12380.0507482096 8241.03429554759 11837.9565446598 10432.0121852104 966.002209108969 984.99820919564 387.999481309542 291.999847854769 8312.99699538219 8559.99941832803 8279.00262129862 8192.99660430739 2797.00330871905 2139.98974611289 1345.00104305244 1412.00236515549 8837.00711806806 8889.99813604492 9000.99387054758 9989.03027318999 1733.00277555901 1908.00090400957 1602.99962502417 1842.00097517685
"Rv0067c" 877.000095806205 910.001471081841 742.00193384073 766.001678755541 532.99854449261 702.000414861739 292.001174242815 255.000676409308 639.998938615597 525.000460095777 587.99898817756 677.000397417674 64.9999282726971 80.0000881031329 24.0000183663437 33.0000558371278 455.00002010622 476.00061478063 570.999775699718 494.999919629623 174.000054835119 103.999917612631 86.0000820857671 105.000003409079 740.99941495103 805.000325013803 764.998501892329 873.999772516131 113.000037622017 123.999790783524 106.000023284591 145.000250707333
"Rv0068" 506.999540137476 521.000845858346 447.9990806809 420.000282014959 410.000605659264 508.001851083295 266.999957644732 251.000302338095 582.9980479902 468.999800847903 532.999699912902 587.998462558288 43.0000217197893 46.0000530257964 18.9999883766921 27.0000102637256 487.00044904199 511.001058779457 623.999981247906 480.001501528613 197.000205869319 129.999979350938 174.000551099455 151.999641030941 740.998672396771 800.998887149 834.998985360797 843.001406835094 173.00012731608 188.999784274318 146.999669959903 199.000069635008
"Rv0069c" 1197.99915390651 1450.99875345747 1252.99738174665 1260.99768809158 1264.99594405669 1420.99583797638 816.000256663095 719.999513355629 2908.00538947625 2149.0018515497 2862.99777659393 2930.99669684473 185.000507602186 152.999749354303 103.999817857294 82.0000592043458 3217.99583306303 3242.00278311678 3033.00528500593 3161.99708590703 1511.00346196647 847.996812008743 1015.000234833 1120.00520407017 1404.00080884719 1385.9995421357 1500.0013527093 1638.99887091708 584.000766671458 554.999476759757 487.000420603937 560.000523719483
"Rv0070c" 1034.99811246563 1190.99867031476 1146.99613058236 968.998747801825 1382.00146183127 1484.99821417724 610.999607194391 587.998884638057 2366.00776260355 1900.00097410626 2008.99834708837 2397.00156835764 211.000662509983 175.999337470079 109.99948310337 74.0000534365881 3353.99507648475 3133.99867863746 2995.00662187382 3149.99730651958 2013.99950493293 1101.99136846592 1117.99596510857 1215.00365954927 1264.00362596876 1127.99946143804 1192.00061699953 1330.00033206278 860.001581566479 781.99954723038 714.999464405013 833.000525269649
"Rv0071" 465.999889831876 496.000144057265 583.999749871382 534.001069118699 312.998710990741 383.00172502191 211.00008463298 187.000127553793 343.999581366128 265.000258602181 322.999343445692 392.000246296532 18.9999945381793 31.0000459057806 30.0000227719973 29.0000537701729 385.000413458231 374.999138457334 393.999063469208 350.999477417811 210.00009967046 130.999944179154 153.000329019385 182.999849659621 248.99881303277 291.001198496042 296.999801906631 284.999878274567 113.999991467788 111.999959011773 102.999762058317 86.0002639619716
"Rv0072" 9312.01012060861 10564.0154323488 10406.9939523376 10292.0221853623 4107.00075803185 4128.00596991724 1910.00309475976 1957.00443657596 10409.9744634266 7889.99011245428 10629.9966162121 10671.0134098056 452.00007120437 410.000201947318 208.000381752975 180.000154725034 9488.9996945103 8041.99136827772 10258.0024187741 8389.00088412468 1369.0027141859 705.999177480148 740.998724375328 781.001636807778 11281.985635255 12218.9996000508 11557.9842180453 12512.0057651061 1837.00539730283 1614.00140426675 1769.99809773032 1806.00160691704
"Rv0073" 8264.99288820937 9488.00000597812 8368.01632225585 8529.01133308246 2259.00139189573 2484.00149839384 983.998800630336 964.00169680534 9485.99796513586 7052.99807827358 8492.01072222867 10189.999012855 247.000205800612 201.999934132762 98.0002603186967 97.999962283709 6579.0104571998 5685.98519505403 7021.98971053999 5729.01937124014 780.000734102924 453.000071923257 406.001028897587 398.99992867749 9491.9907269002 9608.02037916831 9449.97435752323 9153.00171564702 1052.0017250342 1025.99681438969 1002.99690941045 1197.00227219429
"Rv0074" 7501.98099171628 9287.9801656945 7644.98323932816 7643.97684072511 1666.99714535132 2022.99465013972 791.002590994304 790.000124135141 7777.99449216276 6181.00166701502 6927.9786763716 8664.98149915706 148.000654551579 126.999456711868 66.9998329219572 50.0000412511933 7198.99694492807 5939.01490628003 7688.02062315917 5760.98853208058 752.001441468106 292.998885724482 348.999575157664 415.001365110665 9176.01741936364 9222.95958064823 8279.02828370967 8586.00769807548 834.000913320002 809.00007551864 860.999705683357 866.000201544137
"Rv0075" 5439.00469755827 6609.00247065545 6186.98817230075 6119.01583985784 1675.00264241342 1851.00480252052 871.003189806047 985.004081206992 5497.99748597933 4225.00986870027 5520.98485603965 5928.99418772435 156.000020019786 163.999625036557 83.9998132995033 86.0003237621028 4880.00387660548 4104.99877567528 5605.99812240672 4375.00139759906 850.999380092829 491.997575259122 537.999698212847 595.00237905193 6226.98080189915 6189.00018924023 6196.98914088867 6768.98675327422 1002.00058299575 1056.99865233774 899.999211495821 1072.00082229835
"Rv0076c" 451.999831045247 593.001122814481 539.000457378212 568.99997682202 296.999239669743 328.000028718133 154.999910399735 144.000135059635 683.999899374375 430.999074947913 668.000080263153 712.001862259746 32.0000549984993 44.9998510705903 14.9999973677106 15.9999833368662 568.000990984829 647.001570023771 581.999084690211 576.001082146342 329.999531502996 194.999115829628 162.000370438931 185.000150942705 673.000543319857 657.000998595495 649.000887319179 602.0000877352 228.999989564203 282.000312196943 168.99998676955 227.000809259725
"Rv0077c" 205.000022830724 206.000140380483 269.999049150709 246.999698498002 374.999455614225 408.00099441703 272.000034697638 277.000091694179 321.99811068229 229.000186600356 302.001325996933 315.000068225451 53.000054996309 46.0000723373967 29.0000345358154 24.0000624644948 285.000290544845 319.99864372253 275.999753021156 337.999964058263 229.999850330202 131.999891434811 180.00038202693 165.999869731505 297.998826552152 285.000045295872 269.999567603647 272.000043626002 209.999742805651 195.999832441984 122.999705379866 171.000201392418
"Rv0078" 527.000818465377 574.000697125812 534.001464298475 523.001597110293 517.999879965493 664.001028977132 388.999740369891 385.99904087358 528.998305955198 399.999538993067 615.001583520756 599.999284620016 109.00018162494 118.000056535717 56.9999509143397 54.0001695611624 742.001121549832 929.999778971768 733.997799036136 833.999793135011 791.999187215818 477.999749103967 552.00083957798 714.000030386614 486.999218663788 455.999715391913 441.000823724247 515.00056035384 96.0002571947623 112.999739727315 56.0000307641318 127.000207158933
"Rv0078A" 3062.99385944554 3170.00266429742 3064.99973280049 3163.00536914778 5230.99376027127 5515.00970432467 3991.00053123413 3770.00952362548 3174.98478341742 2304.99428986152 3563.99946970714 3634.00822917975 644.999538149318 686.000688165691 610.002019882344 335.000504181302 2121.0074464389 2380.99221782901 2479.00170981704 2387.99596689853 3463.00376065526 2466.99683806316 2582.00444173699 3069.99705460303 2749.00119844408 2985.01066646393 2651.9907570114 2882.00356184241 1345.00300816092 1377.99891946849 1288.99743557196 1333.00236373586
"Rv0078B" 452.000571738262 464.000422650187 434.000601603149 498.000607558027 669.000689651379 698.000737798578 421.000110827652 423.999751562786 694.99882363387 502.998859842733 657.000597735399 851.001965727623 81.9999862099639 106.999938576738 74.0003369480387 68.0002215275742 251.0002410301 327.999104603101 338.00023557727 278.00029728672 656.000592668787 423.999552166806 405.000776177149 490.000475440475 554.998661005788 744.000878871269 538.000647894752 349.000522233678 184.000200924567 173.999721942951 209.000033110867 200.000308791866
"Rv0079" 1637.00015501525 841.001760084139 207.000071210131 354.001340473748 20043.9958869382 25707.0377677056 25674.0023261815 23722.0068037685 11618.9974128148 9021.00563501315 11076.9895797131 13675.9943376142 11344.0003137242 14363.0290741531 31052.0295026184 18694.0123526265 4502.99992045844 6626.00548715418 5474.98309462611 5701.00936193877 22800.0110240214 16620.9908321424 18503.0221832183 23633.0038277744 3296.01270066997 3384.00589660923 2912.00546293948 2596.00013684026 5668.99666674526 1579.99573607998 6292.99487325185 2602.99882100592
